,Operator,Departure Time,Travel Duration,Arrival Time,price,Bus Type,Seats Left,Window Seats,rating,Source,Destination,distance
213,BSS COOL COOL TRAVELS,2024-11-07 22:00:00,04hrs 05mins,2024-11-07 02:05:00,1100,A/C Seater / Sleeper (2+1),28,9,4.7,Agra,Lucknow,334
214,IntrCity SmartBus,2024-11-07 03:10:00,04hrs 55mins,2024-11-07 08:05:00,759,Bharat Benz A/C Seater /Sleeper (2+1),46,26,4.3,Agra,Lucknow,334
215,Sethi Yatra Company,2024-11-07 03:25:00,05hrs 10mins,2024-11-07 08:35:00,760,A/C Seater / Sleeper (2+1),19,9,4.6,Agra,Lucknow,334
216,Laxmi holidays,2024-11-07 23:30:00,04hrs 30mins,2024-11-07 04:00:00,1377,Bharat Benz A/C Seater /Sleeper (2+1),46,24,4.3,Agra,Lucknow,334
217,BSS COOL COOL TRAVELS,2024-11-07 23:29:00,20hrs 29mins,2024-11-07 04:00:00,1200,A/C Seater / Sleeper (2+2),11,3,4.7,Agra,Lucknow,334
218,Laxmi holidays,2024-11-07 02:00:00,05hrs 30mins,2024-11-07 07:30:00,854,Bharat Benz A/C Sleeper (2+1),31,15,4.3,Agra,Lucknow,334
220,Saarthi Travels India,2024-11-07 23:00:00,05hrs 00mins,2024-11-07 04:00:00,1249,A/C Seater / Sleeper (2+1),29,15,4.4,Agra,Lucknow,334
221,Yolo Bus,2024-11-07 03:38:00,03hrs 12mins,2024-11-07 06:50:00,3490,Bharat Benz A/C Sleeper (2+1),19,11,4.5,Agra,Lucknow,334
223,Laxmi holidays,2024-11-07 01:40:00,04hrs 20mins,2024-11-07 06:00:00,1187,Bharat Benz A/C Seater /Sleeper (2+1),28,15,4.3,Agra,Lucknow,334
224,Laxmi holidays,2024-11-07 00:45:00,04hrs 35mins,2024-11-07 05:20:00,1187,Bharat Benz A/C Seater /Sleeper (2+1),27,11,4.3,Agra,Lucknow,334
225,Raj Kalpana Travels Pvt.Ltd,2024-11-07 00:20:00,03hrs 40mins,2024-11-07 04:00:00,1200,Bharat Benz A/C Seater /Sleeper (2+1),18,10,4.4,Agra,Lucknow,334
226,RS YADAV SMART BUS,2024-11-07 22:15:00,03hrs 15mins,2024-11-07 01:30:00,1499,A/C Seater / Sleeper (2+1),22,10,4.4,Agra,Lucknow,334
227,Laxmi holidays,2024-11-07 22:30:00,04hrs 20mins,2024-11-07 02:50:00,1330,Bharat Benz A/C Seater /Sleeper (2+1),45,21,4.1,Agra,Lucknow,334
228,Anshi Raj Shree Travels,2024-11-07 19:00:00,04hrs 59mins,2024-11-07 23:59:00,1499,Bharat Benz A/C Sleeper (2+1),32,17,4.1,Agra,Lucknow,334
230,Raj Kalpana Travels Pvt.ltd.,2024-11-07 16:00:00,04hrs 30mins,2024-11-07 20:30:00,1800,VE A/C Seater (2+2),45,20,3.9,Agra,Lucknow,334
231,Anshi Rajshree Travels,2024-11-07 01:00:00,05hrs 50mins,2024-11-07 06:50:00,1199,Bharat Benz A/C Sleeper (2+1),16,8,4.2,Agra,Lucknow,334
232,IntrCity SmartBus,2024-11-07 21:00:00,05hrs 35mins,2024-11-07 02:35:00,1199,Bharat Benz A/C Seater /Sleeper (2+1),46,25,3.9,Agra,Lucknow,334
233,Sethi Yatra Company,2024-11-07 01:20:00,05hrs 00mins,2024-11-07 06:20:00,950,A/C Seater / Sleeper (2+1),10,5,4.3,Agra,Lucknow,334
234,IntrCity SmartBus,2024-11-07 02:10:00,04hrs 45mins,2024-11-07 06:55:00,869,A/C Seater / Sleeper (2+1),42,21,3.9,Agra,Lucknow,334
235,E Bus India,2024-11-07 22:30:00,05hrs 00mins,2024-11-07 03:30:00,1099,A/C Seater/Sleeper (2+1),38,14,4.0,Agra,Lucknow,334
236,IntrCity SmartBus,2024-11-07 23:35:00,04hrs 30mins,2024-11-07 04:05:00,1759,A/C Seater / Sleeper (2+1),33,16,4.1,Agra,Lucknow,334
237,SAFAR EXPRESS PVT LTD,2024-11-07 23:05:00,04hrs 30mins,2024-11-07 03:35:00,1499,A/C Seater / Sleeper (2+1),36,24,4.0,Agra,Lucknow,334
238,IntrCity SmartBus,2024-11-07 02:10:00,04hrs 45mins,2024-11-07 06:55:00,1499,Bharat Benz A/C Seater /Sleeper (2+1),46,24,3.9,Agra,Lucknow,334
239,Anshi Raj Shree Travels,2024-11-07 23:59:00,05hrs 16mins,2024-11-07 05:15:00,999,Bharat Benz A/C Sleeper (2+1),33,16,3.9,Agra,Lucknow,334
241,Laxmi holidays,2024-11-07 23:55:00,05hrs 05mins,2024-11-07 05:00:00,1503,Bharat Benz A/C Seater /Sleeper (2+1),39,20,3.9,Agra,Lucknow,334
242,IntrCity SmartBus,2024-11-07 23:40:00,04hrs 55mins,2024-11-07 04:35:00,1578,Bharat Benz A/C Seater /Sleeper (2+1),42,21,3.9,Agra,Lucknow,334
243,Gola Bus Service,2024-11-07 21:00:00,04hrs 10mins,2024-11-07 01:10:00,1999,VE A/C Sleeper (2+1),24,12,4.0,Agra,Lucknow,334
244,E Bus India,2024-11-07 18:00:00,04hrs 00mins,2024-11-07 22:00:00,1599,A/C Seater/Sleeper (2+1),33,11,4.0,Agra,Lucknow,334
245,E Bus India,2024-11-07 22:00:00,04hrs 00mins,2024-11-07 02:00:00,1099,A/C Seater/Sleeper (2+1),27,9,4.0,Agra,Lucknow,334
246,Gola Bus Service,2024-11-07 12:30:00,04hrs 20mins,2024-11-07 16:50:00,669,VE A/C Seater / Sleeper (2+1),30,15,3.8,Agra,Lucknow,334
247,KARNI KRIPA TOURS & TRAVELS,2024-11-07 23:55:00,05hrs 05mins,2024-11-07 05:00:00,1199,Bharat Benz A/C Seater /Sleeper (2+1),29,15,3.9,Agra,Lucknow,334
248,RAJ KALPANA TRAVELS PRIVATE LIMITED,2024-11-07 01:35:00,04hrs 25mins,2024-11-07 06:00:00,599,A/C Seater/Sleeper (2+1),32,14,3.8,Agra,Lucknow,334
249,Hare Rama Travels,2024-11-07 03:00:00,04hrs 15mins,2024-11-07 07:15:00,799,A/C Seater/Sleeper (2+1),40,21,3.7,Agra,Lucknow,334
250,KARNI KRIPA TOURS & TRAVELS,2024-11-07 22:15:00,04hrs 55mins,2024-11-07 03:10:00,1199,Bharat Benz A/C Seater /Sleeper (2+1),28,14,3.9,Agra,Lucknow,334
251,IntrCity SmartBus,2024-11-07 01:25:00,04hrs 35mins,2024-11-07 06:00:00,579,VE A/C Seater / Sleeper (2+1),23,8,3.9,Agra,Lucknow,334
252,IntrCity SmartBus,2024-11-07 02:25:00,04hrs 50mins,2024-11-07 07:15:00,649,Bharat Benz A/C Seater /Sleeper (2+1),22,11,3.9,Agra,Lucknow,334
253,Dev Express ®,2024-11-07 02:15:00,05hrs 05mins,2024-11-07 07:20:00,1210,A/C Sleeper (2+1),13,5,4.0,Agra,Lucknow,334
254,Lucky Bus Service,2024-11-07 22:55:00,06hrs 20mins,2024-11-07 05:15:00,1799,VE A/C Sleeper (2+2),48,20,3.6,Agra,Lucknow,334
255,Gola Bus Service,2024-11-07 22:40:00,06hrs 20mins,2024-11-07 05:00:00,1999,A/C Seater/Sleeper (2+1),42,19,3.8,Agra,Lucknow,334
256,IntrCity SmartBus,2024-11-07 03:05:00,04hrs 55mins,2024-11-07 08:00:00,759,A/C Sleeper (2+1),16,9,3.9,Agra,Lucknow,334
257,IntrCity SmartBus,2024-11-07 01:35:00,04hrs 55mins,2024-11-07 06:30:00,589,Bharat Benz A/C Seater /Sleeper (2+1),18,9,3.9,Agra,Lucknow,334
258,IntrCity SmartBus,2024-11-07 02:25:00,04hrs 30mins,2024-11-07 06:55:00,699,VE A/C Seater / Sleeper (2+1),21,6,3.9,Agra,Lucknow,334
259,Raj Kalpana Travels Pvt.ltd.,2024-11-07 02:05:00,04hrs 40mins,2024-11-07 06:45:00,559,Bharat Benz A/C Seater /Sleeper (2+1),25,12,3.8,Agra,Lucknow,334
260,IntrCity SmartBus,2024-11-07 02:15:00,05hrs 00mins,2024-11-07 07:15:00,649,Bharat Benz A/C Seater /Sleeper (2+1),18,7,3.9,Agra,Lucknow,334
261,PAL BUS(Patel Travels®),2024-11-07 18:20:00,01hrs 00mins,2024-11-07 19:20:00,2351,AC Sleeper (2+1),34,12,3.7,Agra,Lucknow,334
262,IntrCity SmartBus,2024-11-07 02:45:00,04hrs 45mins,2024-11-07 07:30:00,519,A/C Seater / Sleeper (2+1),19,8,3.8,Agra,Lucknow,334
263,Gola Bus Service,2024-11-07 01:00:00,04hrs 10mins,2024-11-07 05:10:00,2999,VE A/C Seater (2+2),45,20,3.8,Agra,Lucknow,334
264,Gola Bus Service,2024-11-07 22:00:00,04hrs 10mins,2024-11-07 02:10:00,1999,VE A/C Seater / Sleeper (2+1),32,15,3.8,Agra,Lucknow,334
265,Gola Bus Service,2024-11-07 01:40:00,04hrs 20mins,2024-11-07 06:00:00,2999,A/C Seater/Sleeper (2+1),42,19,3.8,Agra,Lucknow,334
266,Shree Raj Akanshi travels,2024-11-07 19:20:00,05hrs 00mins,2024-11-07 00:20:00,1999,A/C Seater / Sleeper (2+1),38,19,3.7,Agra,Lucknow,334
267,Gola Bus Service,2024-11-07 20:50:00,04hrs 25mins,2024-11-07 01:15:00,3499,VE A/C Seater / Sleeper (2+1),44,22,3.8,Agra,Lucknow,334
268,Shree Raj Akanshi travels,2024-11-07 23:15:00,05hrs 00mins,2024-11-07 04:15:00,1999,Bharat Benz A/C Seater /Sleeper (2+1),36,19,3.7,Agra,Lucknow,334
269,RAJ KALPANA TRAVELS PRIVATE LIMITED,2024-11-07 13:35:00,04hrs 25mins,2024-11-07 18:00:00,799,A/C Seater/Sleeper (2+1),34,20,3.5,Agra,Lucknow,334
270,PTC-SKYBUS,2024-11-07 03:15:00,05hrs 00mins,2024-11-07 08:15:00,699,A/C Seater/Sleeper (2+1),22,9,3.7,Agra,Lucknow,334
271,Ashok Tour And Travels,2024-11-07 23:45:00,04hrs 30mins,2024-11-07 04:15:00,1295,A/C Seater / Sleeper (2+1),35,18,3.6,Agra,Lucknow,334
272,GK Travels,2024-11-07 23:30:00,07hrs 00mins,2024-11-07 06:30:00,899,A/C Seater/Sleeper (2+1),31,15,3.6,Agra,Lucknow,334
273,IntrCity SmartBus,2024-11-07 02:20:00,04hrs 45mins,2024-11-07 07:05:00,889,Bharat Benz A/C Seater /Sleeper (2+1),46,25,3.4,Agra,Lucknow,334
274,Gola Bus Service,2024-11-07 01:40:00,04hrs 50mins,2024-11-07 06:30:00,499,VE A/C Seater / Sleeper (2+1),18,9,3.7,Agra,Lucknow,334
275,DIVA BUS,2024-11-07 18:45:00,04hrs 10mins,2024-11-07 22:55:00,2857,A/C Seater / Sleeper (2+1),42,22,3.7,Agra,Lucknow,334
276,Gola Bus Service,2024-11-07 00:55:00,05hrs 05mins,2024-11-07 06:00:00,1899,Bharat Benz A/C Seater /Sleeper (2+1),24,10,3.8,Agra,Lucknow,334
277,Vaishali Expresso Pvt. Ltd.,2024-11-07 00:05:00,03hrs 40mins,2024-11-07 03:45:00,2600,A/C Seater / Sleeper (2+1),48,20,3.6,Agra,Lucknow,334
278,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),2024-11-07 04:00:00,04hrs 30mins,2024-11-07 08:30:00,699,VE A/C Seater / Sleeper (2+1),18,8,3.7,Agra,Lucknow,334
279,IntrCity SmartBus,2024-11-07 01:15:00,04hrs 50mins,2024-11-07 06:05:00,1559,Bharat Benz A/C Seater /Sleeper (2+1),10,4,3.9,Agra,Lucknow,334
282,Shiv Mohan Travels,2024-11-07 23:31:00,05hrs 10mins,2024-11-07 04:41:00,2745,AC Sleeper (2+1),36,18,3.5,Agra,Lucknow,334
283,PTC-SKYBUS,2024-11-07 02:30:00,05hrs 00mins,2024-11-07 07:30:00,699,VE A/C Seater / Sleeper (2+1),16,6,3.7,Agra,Lucknow,334
285,IntrCity SmartBus,2024-11-07 02:20:00,04hrs 55mins,2024-11-07 07:15:00,559,Bharat Benz A/C Seater /Sleeper (2+1),18,10,3.6,Agra,Lucknow,334
286,Raj Kalpana Travels Pvt.ltd.,2024-11-07 23:45:00,04hrs 15mins,2024-11-07 04:00:00,1449,A/C Seater/Sleeper (2+1),27,13,3.6,Agra,Lucknow,334
289,Maharani Travels,2024-11-07 02:30:00,04hrs 15mins,2024-11-07 06:45:00,701,Bharat Benz A/C Seater /Sleeper (2+1),16,5,3.6,Agra,Lucknow,334
290,RS YADAV SMART BUS,2024-11-07 23:50:00,05hrs 15mins,2024-11-07 05:05:00,1499,A/C Seater / Sleeper (2+1),40,16,3.4,Agra,Lucknow,334
291,IntrCity SmartBus,2024-11-07 21:10:00,05hrs 20mins,2024-11-07 02:30:00,1639,A/C Seater / Sleeper (2+1),38,19,3.4,Agra,Lucknow,334
292,FlixBus,2024-11-07 15:55:00,04hrs 35mins,2024-11-07 20:30:00,371,Bharat Benz A/C Seater (2+2),23,8,3.4,Agra,Lucknow,334
293,Anshi Raj Shree Travels,2024-11-07 20:15:00,04hrs 45mins,2024-11-07 01:00:00,1499,Bharat Benz A/C Sleeper (2+1),32,17,3.3,Agra,Lucknow,334
294,Krishna Travels,2024-11-07 22:45:00,05hrs 14mins,2024-11-07 03:59:00,1499,A/C Seater / Sleeper (2+2),42,17,3.3,Agra,Lucknow,334
295,IntrCity SmartBus,2024-11-07 02:05:00,04hrs 55mins,2024-11-07 07:00:00,579,A/C Seater / Sleeper (2+1),22,10,3.4,Agra,Lucknow,334
296,Krishna Travels,2024-11-07 23:59:00,05hrs 46mins,2024-11-07 05:45:00,1199,A/C Seater/Sleeper (2+1),34,18,3.3,Agra,Lucknow,334
297,GK Travels,2024-11-07 22:45:00,06hrs 15mins,2024-11-07 05:00:00,999,A/C Sleeper (2+1),34,19,3.2,Agra,Lucknow,334
299,Sethi Yatra Company,2024-11-07 21:05:00,05hrs 40mins,2024-11-07 02:45:00,855,Bharat Benz A/C Seater /Sleeper (2+1),29,15,3.3,Agra,Lucknow,334
301,Gola Bus Service,2024-11-07 23:00:00,05hrs 35mins,2024-11-07 04:35:00,1999,VE A/C Seater / Sleeper (2+1),32,14,3.4,Agra,Lucknow,334
302,Metahills holidays,2024-11-07 16:40:00,01hrs 50mins,2024-11-07 18:30:00,380,Scania A/C Semi Sleeper (2+2),46,21,3.0,Agra,Lucknow,334
303,Tiwari Travels,2024-11-07 22:30:00,04hrs 30mins,2024-11-07 03:00:00,4000,A/C Sleeper (2+1),36,18,3.2,Agra,Lucknow,334
304,FlixBus,2024-11-07 03:15:00,04hrs 25mins,2024-11-07 07:40:00,596,Bharat Benz A/C Seater (2+2),11,5,3.4,Agra,Lucknow,334
305,Krishna Travels,2024-11-07 00:15:00,05hrs 14mins,2024-11-07 05:29:00,1299,A/C Seater / Sleeper (2+2),27,8,3.3,Agra,Lucknow,334
306,Metahills holidays,2024-11-07 15:40:00,01hrs 50mins,2024-11-07 17:30:00,423,Scania A/C Semi Sleeper (2+2),41,18,3.0,Agra,Lucknow,334
307,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),2024-11-07 03:30:00,03hrs 30mins,2024-11-07 07:00:00,799,A/C Sleeper (2+2),31,15,3.1,Agra,Lucknow,334
308,Shree Savariya Travels & Transport,2024-11-07 00:00:00,05hrs 10mins,2024-11-07 05:10:00,1699,A/C Sleeper (2+1),25,12,3.2,Agra,Lucknow,334
309,Maharaja Travels,2024-11-07 03:55:00,04hrs 40mins,2024-11-07 08:35:00,2000,A/C Sleeper (2+1),32,17,3.1,Agra,Lucknow,334
312,Ram Pratap Travels,2024-11-07 02:15:00,06hrs 45mins,2024-11-07 09:00:00,799,AC Seater (2+2),31,14,3.1,Agra,Lucknow,334
313,RAO SAHAB TRAVELS PRIVATE LIMITED,2024-11-07 03:50:00,04hrs 10mins,2024-11-07 08:00:00,1999,A/C Seater / Sleeper (2+1),25,11,3.3,Agra,Lucknow,334
314,PTC-SKYBUS,2024-11-07 04:00:00,04hrs 50mins,2024-11-07 08:50:00,599,VE A/C Seater / Sleeper (2+1),26,12,3.1,Agra,Lucknow,334
315,Zingbus Plus,2024-11-07 02:20:00,04hrs 45mins,2024-11-07 07:05:00,539,Bharat Benz A/C Seater /Sleeper (2+1),32,19,3.0,Agra,Lucknow,334
316,Sethi Yatra Company,2024-11-07 03:30:00,05hrs 00mins,2024-11-07 08:30:00,569,A/C Seater / Sleeper (2+1),26,11,3.1,Agra,Lucknow,334
317,RAO SAHAB TRAVELS PRIVATE LIMITED,2024-11-07 03:00:00,04hrs 10mins,2024-11-07 07:10:00,2085,A/C Seater / Sleeper (2+1),24,12,3.3,Agra,Lucknow,334
318,Tiwari Travels,2024-11-07 01:30:00,04hrs 30mins,2024-11-07 06:00:00,4000,A/C Sleeper (2+1),25,13,3.2,Agra,Lucknow,334
319,Mahalaxmi Travels,2024-11-07 23:30:00,04hrs 30mins,2024-11-07 04:00:00,999,Bharat Benz A/C Seater /Sleeper (2+1),20,8,3.2,Agra,Lucknow,334
320,RAO SAHAB TRAVELS PRIVATE LIMITED,2024-11-07 03:40:00,03hrs 45mins,2024-11-07 07:25:00,2499,A/C Seater / Sleeper (2+1),27,14,3.3,Agra,Lucknow,334
321,IntrCity SmartBus,2024-11-07 03:00:00,05hrs 00mins,2024-11-07 08:00:00,1209,Bharat Benz A/C Seater /Sleeper (2+1),46,24,2.9,Agra,Lucknow,334
322,Vinay Travels,2024-11-07 01:01:00,05hrs 15mins,2024-11-07 06:16:00,1090,VE A/C Seater / Sleeper (2+1),28,14,3.1,Agra,Lucknow,334
323,RAO SAHAB TRAVELS PRIVATE LIMITED,2024-11-07 02:50:00,04hrs 10mins,2024-11-07 07:00:00,2499,A/C Seater / Sleeper (2+1),24,12,3.3,Agra,Lucknow,334
324,Raj Kalpana Travels Pvt.Ltd,2024-11-07 00:30:00,04hrs 00mins,2024-11-07 04:30:00,1199,A/C Seater/Sleeper (2+1),18,4,3.2,Agra,Lucknow,334
325,Maharaja Travels,2024-11-07 04:20:00,04hrs 40mins,2024-11-07 09:00:00,1048,A/C Seater / Sleeper (2+1),24,12,3.1,Agra,Lucknow,334
326,Shree Savariya Travels & Transport,2024-11-07 20:00:00,06hrs 00mins,2024-11-07 02:00:00,8000,A/C Sleeper (2+1),28,14,3.2,Agra,Lucknow,334
327,Dhruv Travels,2024-11-07 23:59:00,04hrs 31mins,2024-11-07 04:30:00,1199,VE A/C Seater / Sleeper (2+2),46,20,2.8,Agra,Lucknow,334
328,SAFAR EXPRESS PVT LTD,2024-11-07 23:35:00,04hrs 00mins,2024-11-07 03:35:00,999,A/C Seater / Sleeper (2+1),40,26,2.8,Agra,Lucknow,334
329,KST Travels,2024-11-07 21:00:00,04hrs 20mins,2024-11-07 01:20:00,1099,A/C Sleeper (2+1),43,22,2.7,Agra,Lucknow,334
331,Anshi Raj Shree Travels,2024-11-07 23:00:00,05hrs 00mins,2024-11-07 04:00:00,999,A/C Seater / Sleeper (2+1),38,19,2.8,Agra,Lucknow,334
332,SHREE SHAKTI TRAVELS AND CARGO,2024-11-07 01:10:00,05hrs 15mins,2024-11-07 06:25:00,701,Bharat Benz A/C Seater /Sleeper (2+1),18,6,3.0,Agra,Lucknow,334
333,IntrCity SmartBus,2024-11-07 01:40:00,04hrs 55mins,2024-11-07 06:35:00,569,Bharat Benz A/C Seater /Sleeper (2+1),15,6,3.0,Agra,Lucknow,334
334,Kalpana Travels Pvt. Ltd.,2024-11-07 01:00:00,05hrs 15mins,2024-11-07 06:15:00,800,AC Sleeper (2+1),29,14,2.8,Agra,Lucknow,334
335,Anshi Raj Shree Travels,2024-11-07 18:15:00,04hrs 45mins,2024-11-07 23:00:00,1499,Bharat Benz A/C Sleeper (2+1),29,14,2.8,Agra,Lucknow,334
336,Raj Kalpana Travels Pvt.Ltd,2024-11-07 03:20:00,04hrs 10mins,2024-11-07 07:30:00,579,Bharat Benz A/C Seater /Sleeper (2+1),18,11,2.9,Agra,Lucknow,334
339,Goyal Travels,2024-11-07 19:00:00,05hrs 40mins,2024-11-07 00:40:00,600,A/C Seater / Sleeper (2+1),24,10,2.8,Agra,Lucknow,334
340,Kashi Vishwanath Tours and Travels,2024-11-07 01:40:00,04hrs 20mins,2024-11-07 06:00:00,899,A/C Seater / Sleeper (2+2),12,6,3.0,Agra,Lucknow,334
341,SAFAR EXPRESS PVT LTD,2024-11-07 21:55:00,03hrs 30mins,2024-11-07 01:25:00,1499,A/C Seater / Sleeper (2+1),32,20,2.8,Agra,Lucknow,334
342,SAFAR EXPRESS PVT LTD,2024-11-07 01:35:00,04hrs 45mins,2024-11-07 06:20:00,1399,Bharat Benz A/C Sleeper (2+1),25,11,2.8,Agra,Lucknow,334
343,Rajat Travels,2024-11-07 20:15:00,04hrs 40mins,2024-11-07 00:55:00,2499,A/C Seater / Sleeper (2+1),34,18,2.9,Agra,Lucknow,334
344,GK Travels,2024-11-07 03:00:00,03hrs 00mins,2024-11-07 06:00:00,2699,A/C Seater/Sleeper (2+1),12,5,3.2,Agra,Lucknow,334
345,Sethi Yatra Company,2024-11-07 23:30:00,05hrs 15mins,2024-11-07 04:45:00,1111,A/C Seater / Sleeper (2+1),25,15,2.8,Agra,Lucknow,334
346,Tamanna Travels,2024-11-07 20:50:00,05hrs 00mins,2024-11-07 01:50:00,3333,A/C Sleeper (2+1),36,18,2.7,Agra,Lucknow,334
347,LATSAHIB BHAWANI TOUR AND TRAVELS,2024-11-07 20:30:00,06hrs 00mins,2024-11-07 02:30:00,1200,Bharat Benz A/C Seater /Sleeper (2+1),34,18,2.7,Agra,Lucknow,334
348,Dhruv Travels,2024-11-07 23:30:00,05hrs 00mins,2024-11-07 04:30:00,999,VE A/C Seater / Sleeper (2+2),25,9,2.8,Agra,Lucknow,334
349,Vaishali Expresso Pvt. Ltd.,2024-11-07 22:40:00,04hrs 30mins,2024-11-07 03:10:00,2500,A/C Seater / Sleeper (2+1),48,20,2.7,Agra,Lucknow,334
350,Vaishali Expresso Pvt. Ltd.,2024-11-07 21:15:00,04hrs 15mins,2024-11-07 01:30:00,2500,A/C Seater / Sleeper (2+2),48,19,2.7,Agra,Lucknow,334
352,Rajat Travels,2024-11-07 23:05:00,04hrs 40mins,2024-11-07 03:45:00,1399,A/C Seater / Sleeper (2+1),18,7,2.9,Agra,Lucknow,334
353,Goyal Travels,2024-11-07 23:29:00,04hrs 10mins,2024-11-07 03:39:00,850,A/C Seater / Sleeper (2+1),27,13,2.7,Agra,Lucknow,334
355,Radhika Travels,2024-11-07 20:30:00,04hrs 30mins,2024-11-07 01:00:00,1000,Non A/C Seater / Sleeper (2+1),40,20,2.6,Agra,Lucknow,334
356,SAFAR EXPRESS PVT LTD,2024-11-07 00:25:00,04hrs 00mins,2024-11-07 04:25:00,1299,A/C Seater / Sleeper (2+1),22,11,2.8,Agra,Lucknow,334
357,Varun Travels,2024-11-07 22:30:00,04hrs 30mins,2024-11-07 03:00:00,1099,A/C Seater / Sleeper (2+2),45,21,2.5,Agra,Lucknow,334
359,Dhruv Travels,2024-11-07 00:59:00,04hrs 31mins,2024-11-07 05:30:00,1299,VE A/C Seater / Sleeper (2+2),22,7,2.8,Agra,Lucknow,334
361,KST Travels,2024-11-07 22:30:00,04hrs 30mins,2024-11-07 03:00:00,1299,A/C Seater / Sleeper (2+2),26,13,2.7,Agra,Lucknow,334
362,KN Nehra Travels,2024-11-07 01:20:00,04hrs 40mins,2024-11-07 06:00:00,1499,A/C Seater / Sleeper (2+1),11,5,2.9,Agra,Lucknow,334
363,Anshi Raj Shree Travels,2024-11-07 22:15:00,05hrs 15mins,2024-11-07 03:30:00,1499,Bharat Benz A/C Sleeper (2+1),26,11,2.6,Agra,Lucknow,334
365,Gorakhdham Express Bus Service,2024-11-07 18:00:00,05hrs 55mins,2024-11-07 23:55:00,2999,A/C Seater / Sleeper (2+2),40,16,2.7,Agra,Lucknow,334
366,KST Travels,2024-11-07 02:50:00,02hrs 30mins,2024-11-07 05:20:00,999,A/C Seater / Sleeper (2+1),17,8,2.7,Agra,Lucknow,334
367,Panwar Travels,2024-11-07 21:45:00,03hrs 35mins,2024-11-07 01:20:00,4132,A/C Sleeper (2+1),36,18,2.5,Agra,Lucknow,334
368,Lavish Travels,2024-11-07 23:55:00,05hrs 05mins,2024-11-07 05:00:00,4500,A/C Seater / Sleeper (2+2),52,21,2.7,Agra,Lucknow,334
370,Vijay Tour and Travels,2024-11-07 03:20:00,03hrs 40mins,2024-11-07 07:00:00,720,A/C Seater / Sleeper (2+1),42,20,2.3,Agra,Lucknow,334
371,RAO TRAVELS INDIA PVT LTD.,2024-11-07 22:35:00,04hrs 25mins,2024-11-07 03:00:00,2000,Mercedes Benz A/C (2+2),53,24,2.3,Agra,Lucknow,334
372,Sethi Yatra Company,2024-11-07 20:35:00,05hrs 05mins,2024-11-07 01:40:00,1710,A/C Seater/Sleeper (2+1),36,13,2.3,Agra,Lucknow,334
374,RAO TRAVELS INDIA PVT LTD.,2024-11-07 23:35:00,04hrs 25mins,2024-11-07 04:00:00,2000,Volvo AC Seater Pushback 2+2,45,20,2.3,Agra,Lucknow,334
375,Shree Shyam Holiday,2024-11-07 02:00:00,05hrs 30mins,2024-11-07 07:30:00,3000,Volvo AC Seater Pushback 2+2,53,24,2.3,Agra,Lucknow,334
376,Anshi Raj Shree Travels,2024-11-07 21:15:00,05hrs 15mins,2024-11-07 02:30:00,999,Bharat Benz A/C Sleeper (2+1),32,15,2.2,Agra,Lucknow,334
377,Fouji travels,2024-11-07 22:35:00,04hrs 25mins,2024-11-07 03:00:00,1599,A/C Seater / Sleeper (2+1),38,7,2.3,Agra,Lucknow,334
378,IntrCity SmartBus,2024-11-07 01:55:00,04hrs 35mins,2024-11-07 06:30:00,549,A/C Semi Sleeper / Sleeper (2+1),21,10,2.3,Agra,Lucknow,334
380,Anshi Raj Shree Travels,2024-11-07 23:30:00,05hrs 00mins,2024-11-07 04:30:00,1199,Bharat Benz A/C Seater /Sleeper (2+1),26,13,2.3,Agra,Lucknow,334
381,Rajat Rides Tours and Travels,2024-11-07 01:30:00,06hrs 30mins,2024-11-07 08:00:00,4000,A/C Sleeper (2+1),34,18,2.1,Agra,Lucknow,334
383,IntrCity SmartBus,2024-11-07 23:10:00,04hrs 55mins,2024-11-07 04:05:00,1824,Bharat Benz A/C Seater /Sleeper (2+1),40,21,2.0,Agra,Lucknow,334
384,Gajkaran Travels And Cargo,2024-11-07 23:50:00,04hrs 30mins,2024-11-07 04:20:00,1299,A/C Seater / Sleeper (2+1),27,11,2.1,Agra,Lucknow,334
385,Shri Siddhi Vinayak Travels,2024-11-07 23:30:00,04hrs 00mins,2024-11-07 03:30:00,1799,A/C Seater / Sleeper (2+1),29,19,2.1,Agra,Lucknow,334
386,Gola Bus Service,2024-11-07 00:25:00,05hrs 05mins,2024-11-07 05:30:00,2299,VE A/C Seater / Sleeper (2+1),44,22,2.0,Agra,Lucknow,334
387,ROYAL TRAVELS AND CARGO,2024-11-07 23:59:00,03hrs 01mins,2024-11-07 03:00:00,1096,A/C Seater / Sleeper (2+2),30,12,2.0,Agra,Lucknow,334
388,Shri Siddhi Vinayak Travels,2024-11-07 00:25:00,04hrs 05mins,2024-11-07 04:30:00,1799,A/C Seater / Sleeper (2+1),26,16,2.1,Agra,Lucknow,334
390,NAYAR TRAVELS (OPC) PVT LTD,2024-11-07 02:00:00,03hrs 30mins,2024-11-07 05:30:00,3000,A/C Sleeper (2+1),34,16,1.9,Agra,Lucknow,334
391,SAFAR EXPRESS PVT LTD,2024-11-07 20:00:00,04hrs 45mins,2024-11-07 00:45:00,1099,A/C Seater / Sleeper (2+1),37,23,1.8,Agra,Lucknow,334
